GeneID	GeneSymbol	Alias	Links	Cytoband	FullName	GeneType
442900	MIR326	MIRN326|hsa-mir-326|mir-326	MIM:613755|HGNC:HGNC:31769|Ensembl:ENSG00000199090|miRBase:MI0000808	11q13.4	microRNA 326	ncRNA
4327	MMP19	CODA|MMP18|RASI-1	MIM:601807|HGNC:HGNC:7165|Ensembl:ENSG00000123342|Vega:OTTHUMG00000170216	12q13.2	matrix metallopeptidase 19	protein-coding
4322	MMP13	CLG3|MANDP1|MDST|MMP-13	MIM:600108|HGNC:HGNC:7159|Ensembl:ENSG00000137745|Vega:OTTHUMG00000165850	11q22.2	matrix metallopeptidase 13	protein-coding
4320	MMP11	SL-3|ST3|STMY3	MIM:185261|HGNC:HGNC:7157|Ensembl:ENSG00000099953|Vega:OTTHUMG00000150742	22q11.23	matrix metallopeptidase 11	protein-coding
4317	MMP8	CLG1|HNC|MMP-8|PMNL-CL	MIM:120355|HGNC:HGNC:7175|Ensembl:ENSG00000118113|Vega:OTTHUMG00000167587	11q22.2	matrix metallopeptidase 8	protein-coding
4300	MLLT3	AF9|YEATS3	MIM:159558|HGNC:HGNC:7136|Ensembl:ENSG00000171843|Vega:OTTHUMG00000019650	9p21.3	MLLT3, super elongation complex subunit	protein-coding
430	ASCL2	ASH2|HASH2|MASH2|bHLHa45	MIM:601886|HGNC:HGNC:739|Ensembl:ENSG00000183734|Vega:OTTHUMG00000009648	11p15.5	achaete-scute family bHLH transcription factor 2	protein-coding
4286	MITF	CMM8|COMMAD|MI|WS2|WS2A|bHLHe32	MIM:156845|HGNC:HGNC:7105|Ensembl:ENSG00000187098|Vega:OTTHUMG00000149921	3p13	melanogenesis associated transcription factor	protein-coding
4283	CXCL9	CMK|Humig|MIG|SCYB9|crg-10	MIM:601704|HGNC:HGNC:7098|Ensembl:ENSG00000138755|Vega:OTTHUMG00000160889	4q21.1	C-X-C motif chemokine ligand 9	protein-coding
4209	MEF2D	-	MIM:600663|HGNC:HGNC:6997|Ensembl:ENSG00000116604|Vega:OTTHUMG00000033095	1q22	myocyte enhancer factor 2D	protein-coding
4194	MDM4	HDMX|MDMX|MRP1	MIM:602704|HGNC:HGNC:6974|Ensembl:ENSG00000198625|Vega:OTTHUMG00000035877	1q32.1	MDM4, p53 regulator	protein-coding
417	ART1	ART2|ARTC1|CD296|RT6	MIM:601625|HGNC:HGNC:723|Ensembl:ENSG00000129744|Vega:OTTHUMG00000011845	11p15.4	ADP-ribosyltransferase 1	protein-coding
4093	SMAD9	MADH6|MADH9|PPH2|SMAD8|SMAD8/9|SMAD8A|SMAD8B	MIM:603295|HGNC:HGNC:6774|Ensembl:ENSG00000120693|Vega:OTTHUMG00000016740	13q13.3	SMAD family member 9	protein-coding
408	ARRB1	ARB1|ARR1	MIM:107940|HGNC:HGNC:711|Ensembl:ENSG00000137486|Vega:OTTHUMG00000165444	11q13.4	arrestin beta 1	protein-coding
407043	MIR7-1	MIRN7-1|hsa-mir-7-1|mir-7-1	MIM:615239|HGNC:HGNC:31638|Ensembl:ENSG00000284179|miRBase:MI0000263	9q21.32	microRNA 7-1	ncRNA
407034	MIR30E	MIRN30E|mir-30e	HGNC:HGNC:31629|Ensembl:ENSG00000198974|miRBase:MI0000749	1p34.2	microRNA 30e	ncRNA
407030	MIR30B	MIRN30B|mir-30b	HGNC:HGNC:31625|Ensembl:ENSG00000207582|miRBase:MI0000441	8q24.22	microRNA 30b	ncRNA
407028	MIR302A	MIRN302|MIRN302A|hsa-mir-302|mir-302a	MIM:614596|HGNC:HGNC:31623|Ensembl:ENSG00000207927|miRBase:MI0000738	4q25	microRNA 302a	ncRNA
407021	MIR29A	MIRN29|MIRN29A|hsa-mir-29|hsa-mir-29a|miRNA29A|mir-29a	MIM:610782|HGNC:HGNC:31616|Ensembl:ENSG00000284032|miRBase:MI0000087	7q32.3	microRNA 29a	ncRNA
407016	MIR26A2	MIRN26A2|mir-26a-2	MIM:613057|HGNC:HGNC:31611|Ensembl:ENSG00000207789|miRBase:MI0000750	12q14.1	microRNA 26a-2	ncRNA
407014	MIR25	MIRN25|hsa-mir-25|miR-25	MIM:612150|HGNC:HGNC:31609|Ensembl:ENSG00000207547|miRBase:MI0000082	7q22.1	microRNA 25	ncRNA
407013	MIR24-2	MIRN24-2|miR-24-2|miRNA24-2	MIM:610724|HGNC:HGNC:31608|Ensembl:ENSG00000284387|miRBase:MI0000081	19p13.12	microRNA 24-2	ncRNA
407011	MIR23B	MIRN23B|hsa-mir-23b|miRNA23B|mir-23b	MIM:610723|HGNC:HGNC:31606|Ensembl:ENSG00000207563|miRBase:MI0000439	9q22.32	microRNA 23b	ncRNA
406999	MIR217	MIRN217|mir-217	MIM:615096|HGNC:HGNC:31594|Ensembl:ENSG00000207548|miRBase:MI0000293	2p16.1	microRNA 217	ncRNA
406998	MIR216A	MIR216|MIRN216|MIRN216A|miRNA216|mir-216|mir-216a	MIM:610944|HGNC:HGNC:31593|Ensembl:ENSG00000207798|miRBase:MI0000292	2p16.1	microRNA 216a	ncRNA
406993	MIR211	MIRN211|mir-211	MIM:613753|HGNC:HGNC:31588|Ensembl:ENSG00000207702|miRBase:MI0000287	15q13.3	microRNA 211	ncRNA
406990	MIR208A	MIR208|MIRN208|MIRN208A|hsa-mir-208a|miRNA208	MIM:611116|HGNC:HGNC:31585|Ensembl:ENSG00000199157|miRBase:MI0000251	14q11.2	microRNA 208a	ncRNA
406977	MIR199A2	MIR-199-s|MIRN199A2|mir-199a-2	MIM:610720|HGNC:HGNC:31572|Ensembl:ENSG00000208024|miRBase:MI0000281	1q24.3	microRNA 199a-2	ncRNA
406965	MIR190A	MIR190|MIRN190|hsa-mir-190a|miR-190|mir-190a	MIM:615845|HGNC:HGNC:31560|Ensembl:ENSG00000211137|miRBase:MI0000486	15q22.2	microRNA 190a	ncRNA
406955	MIR181B1	MIRN181B1|mir-181b-1	MIM:612744|HGNC:HGNC:31550|Ensembl:ENSG00000207975|miRBase:MI0000270	1q32.1	microRNA 181b-1	ncRNA
406945	MIR153-2	MIRN153-2|mir-153-2	HGNC:HGNC:31540|Ensembl:ENSG00000207960|miRBase:MI0000464	7q36.3	microRNA 153-2	ncRNA
406943	MIR152	MIRN152|mir-152	MIM:613788|HGNC:HGNC:31538|Ensembl:ENSG00000207947|miRBase:MI0000462	17q21.32	microRNA 152	ncRNA
406941	MIR149	MIRN149|mir-149	MIM:615209|HGNC:HGNC:31536|Ensembl:ENSG00000207611|miRBase:MI0000478	2q37.3	microRNA 149	ncRNA
406936	MIR144	MIRN144|mir-144	MIM:612070|HGNC:HGNC:31531|Ensembl:ENSG00000283819|miRBase:MI0000460	17q11.2	microRNA 144	ncRNA
406927	MIR136	MIRN136|miRNA136|mir-136	MIM:611710|HGNC:HGNC:31522|Ensembl:ENSG00000207942|miRBase:MI0000475	14q32.2	microRNA 136	ncRNA
406917	MIR129-1	MIR-129b|MIRN129-1|mir-129-1	HGNC:HGNC:31512|Ensembl:ENSG00000207705|miRBase:MI0000252	7q32.1	microRNA 129-1	ncRNA
406911	MIR125B1	MIRN125B1|mir-125b-1	MIM:610104|HGNC:HGNC:31506|Ensembl:ENSG00000207971|miRBase:MI0000446	11q24.1	microRNA 125b-1	ncRNA
406890	MIRLET7G	LET7G|MIRNLET7G|hsa-let-7g|let-7g	MIM:612102|HGNC:HGNC:31485|Ensembl:ENSG00000199150|miRBase:MI0000433	3p21.2	microRNA let-7g	ncRNA
406886	MIRLET7D	LET7D|MIRNLET7D|hsa-let-7d|let-7d	MIM:612145|HGNC:HGNC:31481|Ensembl:ENSG00000199133|miRBase:MI0000065	9q22.32	microRNA let-7d	ncRNA
406884	MIRLET7B	LET7B|MIRNLET7B|hsa-let-7b|let-7b	MIM:611249|HGNC:HGNC:31479|Ensembl:ENSG00000284520|miRBase:MI0000063	22q13.31	microRNA let-7b	ncRNA
4067	LYN	JTK8|p53Lyn|p56Lyn	MIM:165120|HGNC:HGNC:6735|Ensembl:ENSG00000254087|Vega:OTTHUMG00000044345	8q12.1	LYN proto-oncogene, Src family tyrosine kinase	protein-coding
4052	LTBP1	-	MIM:150390|HGNC:HGNC:6714|Ensembl:ENSG00000049323|Vega:OTTHUMG00000152118	2p22.3	latent transforming growth factor beta binding protein 1	protein-coding
4040	LRP6	ADCAD2|STHAG7	MIM:603507|HGNC:HGNC:6698|Ensembl:ENSG00000070018	12p13.2	LDL receptor related protein 6	protein-coding
4001	LMNB1	ADLD|LMN|LMN2|LMNB	MIM:150340|HGNC:HGNC:6637|Ensembl:ENSG00000113368|Vega:OTTHUMG00000128969	5q23.2	lamin B1	protein-coding
3987	LIMS1	PINCH|PINCH-1|PINCH1	MIM:602567|HGNC:HGNC:6616|Ensembl:ENSG00000169756|Vega:OTTHUMG00000130983	2q12.3	LIM zinc finger domain containing 1	protein-coding
3976	LIF	CDF|DIA|HILDA|MLPLI	MIM:159540|HGNC:HGNC:6596|Ensembl:ENSG00000128342|Vega:OTTHUMG00000150910	22q12.2	LIF, interleukin 6 family cytokine	protein-coding
3965	LGALS9	HUAT|LGALS9A	MIM:601879|HGNC:HGNC:6570|Ensembl:ENSG00000168961|Vega:OTTHUMG00000179831	17q11.2	galectin 9	protein-coding
3918	LAMC2	B2T|BM600|CSF|EBR2|EBR2A|LAMB2T|LAMNB2	MIM:150292|HGNC:HGNC:6493|Ensembl:ENSG00000058085|Vega:OTTHUMG00000035520	1q25.3	laminin subunit gamma 2	protein-coding
391627	USP17L9P	RS447|USP17|USP17A|USP17H|USP17I|USP17J|USP17K|USP17L|USP17M	MIM:607011|HGNC:HGNC:12615|Ensembl:ENSG00000251694	4p16.1	ubiquitin specific peptidase 17-like family member 9, pseudogene	pseudo
391	RHOG	ARHG	MIM:179505|HGNC:HGNC:672|Ensembl:ENSG00000177105|Vega:OTTHUMG00000012287	11p15.4	ras homolog family member G	protein-coding
388112	NANOGP8	NANOG|NANOGP1|PN8	HGNC:HGNC:23106	15q14	Nanog homeobox pseudogene 8	pseudo
3880	KRT19	CK19|K19|K1CS	MIM:148020|HGNC:HGNC:6436|Ensembl:ENSG00000171345|Vega:OTTHUMG00000133422	17q21.2	keratin 19	protein-coding
388	RHOB	ARH6|ARHB|MST081|MSTP081|RHOH6	MIM:165370|HGNC:HGNC:668|Ensembl:ENSG00000143878|Vega:OTTHUMG00000090755	2p24.1	ras homolog family member B	protein-coding
387893	KMT5A	PR-Set7|SET07|SET8|SETD8	MIM:607240|HGNC:HGNC:29489|Ensembl:ENSG00000183955|Vega:OTTHUMG00000150477	12q24.31	lysine methyltransferase 5A	protein-coding
3875	KRT18	CK-18|CYK18|K18	MIM:148070|HGNC:HGNC:6430|Ensembl:ENSG00000111057|Vega:OTTHUMG00000169882	12q13.13	keratin 18	protein-coding
3872	KRT17	39.1|CK-17|K17|PC|PC2|PCHC1	MIM:148069|HGNC:HGNC:6427|Ensembl:ENSG00000128422|Vega:OTTHUMG00000133505	17q21.2	keratin 17	protein-coding
3856	KRT8	CARD2|CK-8|CK8|CYK8|K2C8|K8|KO	MIM:148060|HGNC:HGNC:6446|Ensembl:ENSG00000170421|Vega:OTTHUMG00000169881	12q13.13	keratin 8	protein-coding
3855	KRT7	CK7|K2C7|K7|SCL	MIM:148059|HGNC:HGNC:6445|Ensembl:ENSG00000135480|Vega:OTTHUMG00000169580	12q13.13	keratin 7	protein-coding
3799	KIF5B	HEL-S-61|KINH|KNS|KNS1|UKHC	MIM:602809|HGNC:HGNC:6324|Ensembl:ENSG00000170759|Vega:OTTHUMG00000017913	10p11.22	kinesin family member 5B	protein-coding
3791	KDR	CD309|FLK1|VEGFR|VEGFR2	MIM:191306|HGNC:HGNC:6307|Ensembl:ENSG00000128052|Vega:OTTHUMG00000128734	4q12	kinase insert domain receptor	protein-coding
3783	KCNN4	DHS2|IK|IK1|IKCA1|KCA4|KCa3.1|SK4|hIKCa1|hKCa4|hSK4	MIM:602754|HGNC:HGNC:6293|Ensembl:ENSG00000104783|Vega:OTTHUMG00000182779	19q13.31	potassium calcium-activated channel subfamily N member 4	protein-coding
3756	KCNH1	EAG|EAG1|Kv10.1|TMBTS|ZLS1|h-eag|hEAG1	MIM:603305|HGNC:HGNC:6250|Ensembl:ENSG00000143473|Vega:OTTHUMG00000036309	1q32.2	potassium voltage-gated channel subfamily H member 1	protein-coding
3718	JAK3	JAK-3|JAK3_HUMAN|JAKL|L-JAK|LJAK	MIM:600173|HGNC:HGNC:6193|Ensembl:ENSG00000105639|Vega:OTTHUMG00000165648	19p13.11	Janus kinase 3	protein-coding
3714	JAG2	HJ2|SER2	MIM:602570|HGNC:HGNC:6189|Ensembl:ENSG00000184916|Vega:OTTHUMG00000140172	14q32.33	jagged 2	protein-coding
3694	ITGB6	AI1H	MIM:147558|HGNC:HGNC:6161|Ensembl:ENSG00000115221|Vega:OTTHUMG00000132026	2q24.2	integrin subunit beta 6	protein-coding
3690	ITGB3	BDPLT16|BDPLT2|CD61|GP3A|GPIIIa|GT	MIM:173470|HGNC:HGNC:6156|Ensembl:ENSG00000259207|Ensembl:ENSG00000259753|Vega:OTTHUMG00000171956|Vega:OTTHUMG00000171957	17q21.32	integrin subunit beta 3	protein-coding
3667	IRS1	HIRS-1	MIM:147545|HGNC:HGNC:6125|Ensembl:ENSG00000169047|Vega:OTTHUMG00000133179	2q36.3	insulin receptor substrate 1	protein-coding
3664	IRF6	LPS|OFC6|PIT|PPS|PPS1|VWS|VWS1	MIM:607199|HGNC:HGNC:6121|Ensembl:ENSG00000117595|Vega:OTTHUMG00000036521	1q32.2	interferon regulatory factor 6	protein-coding
366	AQP9	AQP-9|HsT17287|SSC1|T17287	MIM:602914|HGNC:HGNC:643|Ensembl:ENSG00000103569|Vega:OTTHUMG00000132631	15q21.3	aquaporin 9	protein-coding
3655	ITGA6	CD49f|ITGA6B|VLA-6	MIM:147556|HGNC:HGNC:6142|Ensembl:ENSG00000091409|Vega:OTTHUMG00000132277	2q31.1	integrin subunit alpha 6	protein-coding
3607	FOXK2	ILF|ILF-1|ILF1	MIM:147685|HGNC:HGNC:6036|Ensembl:ENSG00000141568|Vega:OTTHUMG00000140374	17q25.3	forkhead box K2	protein-coding
3606	IL18	IGIF|IL-18|IL-1g|IL1F4	MIM:600953|HGNC:HGNC:5986|Ensembl:ENSG00000150782|Vega:OTTHUMG00000167006	11q23.1	interleukin 18	protein-coding
3570	IL6R	CD126|IL-6R-1|IL-6RA|IL6Q|IL6RA|IL6RQ|gp80	MIM:147880|HGNC:HGNC:6019|Ensembl:ENSG00000160712|Vega:OTTHUMG00000036073	1q21.3	interleukin 6 receptor	protein-coding
3565	IL4	BCGF-1|BCGF1|BSF-1|BSF1|IL-4	MIM:147780|HGNC:HGNC:6014|Ensembl:ENSG00000113520|Vega:OTTHUMG00000059724	5q31.1	interleukin 4	protein-coding
355	FAS	ALPS1A|APO-1|APT1|CD95|FAS1|FASTM|TNFRSF6	MIM:134637|HGNC:HGNC:11920|Ensembl:ENSG00000026103|Vega:OTTHUMG00000018701	10q23.31	Fas cell surface death receptor	protein-coding
3486	IGFBP3	BP-53|IBP3	MIM:146732|HGNC:HGNC:5472|Ensembl:ENSG00000146674|Vega:OTTHUMG00000023769	7p12.3	insulin like growth factor binding protein 3	protein-coding
348262	MCRIP1	FAM195B|GRAN2|MCRIP	MIM:616514|HGNC:HGNC:28007|Ensembl:ENSG00000225663|Vega:OTTHUMG00000177915	17q25.3	MAPK regulated corepressor interacting protein 1	protein-coding
345611	IRGM	IFI1|IRGM1|LRG-47|LRG47	MIM:608212|HGNC:HGNC:29597|Ensembl:ENSG00000237693|Vega:OTTHUMG00000163647	5q33.1	immunity related GTPase M	protein-coding
342977	NANOS3	NANOS1L|NOS3|ZC2HC12C	MIM:608229|HGNC:HGNC:22048|Ensembl:ENSG00000187556|Vega:OTTHUMG00000181850	19p13.12	nanos C2HC-type zinc finger 3	protein-coding
3418	IDH2	D2HGA2|ICD-M|IDH|IDHM|IDP|IDPM|mNADP-IDH	MIM:147650|HGNC:HGNC:5383|Ensembl:ENSG00000182054|Vega:OTTHUMG00000149815	15q26.1	isocitrate dehydrogenase (NADP(+)) 2, mitochondrial	protein-coding
3417	IDH1	HEL-216|HEL-S-26|IDCD|IDH|IDP|IDPC|PICD	MIM:147700|HGNC:HGNC:5382|Ensembl:ENSG00000138413|Vega:OTTHUMG00000132943	2q34	isocitrate dehydrogenase (NADP(+)) 1, cytosolic	protein-coding
3398	ID2	GIG8|ID2A|ID2H|bHLHb26	MIM:600386|HGNC:HGNC:5361|Ensembl:ENSG00000115738|Vega:OTTHUMG00000112454	2p25.1	inhibitor of DNA binding 2, HLH protein	protein-coding
3394	IRF8	H-ICSBP|ICSBP|ICSBP1|IMD32A|IMD32B|IRF-8	MIM:601565|HGNC:HGNC:5358|Ensembl:ENSG00000140968|Vega:OTTHUMG00000137648	16q24.1	interferon regulatory factor 8	protein-coding
339122	RAB43	RAB11B|RAB41	HGNC:HGNC:19983|Ensembl:ENSG00000172780|Vega:OTTHUMG00000137364	3q21.3	RAB43, member RAS oncogene family	protein-coding
3346	HTN1	HIS1	MIM:142701|HGNC:HGNC:5283|Ensembl:ENSG00000126550|Vega:OTTHUMG00000129397	4q13.3	histatin 1	protein-coding
3320	HSP90AA1	EL52|HEL-S-65p|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp103|Hsp89|Hsp90|LAP-2|LAP2	MIM:140571|HGNC:HGNC:5253|Ensembl:ENSG00000080824|Vega:OTTHUMG00000171752	14q32.31	heat shock protein 90 alpha family class A member 1	protein-coding
3316	HSPB2	HSP27|Hs.78846|LOH11CR1K|MKBP	MIM:602179|HGNC:HGNC:5247|Ensembl:ENSG00000170276|Ensembl:ENSG00000254445|Vega:OTTHUMG00000166886|Vega:OTTHUMG00000166887	11q23.1	heat shock protein family B (small) member 2	protein-coding
329	BIRC2	API1|HIAP2|Hiap-2|MIHB|RNF48|c-IAP1|cIAP1	MIM:601712|HGNC:HGNC:590|Ensembl:ENSG00000110330|Vega:OTTHUMG00000167325	11q22.2	baculoviral IAP repeat containing 2	protein-coding
3273	HRG	HPRG|HRGP|THPH11	MIM:142640|HGNC:HGNC:5181|Ensembl:ENSG00000113905|Vega:OTTHUMG00000156578	3q27.3	histidine rich glycoprotein	protein-coding
3248	HPGD	15-PGDH|PGDH|PGDH1|PHOAR1|SDR36C1	MIM:601688|HGNC:HGNC:5154|Ensembl:ENSG00000164120|Vega:OTTHUMG00000160772	4q34.1	hydroxyprostaglandin dehydrogenase 15-(NAD)	protein-coding
3235	HOXD9	HOX4|HOX4C|Hox-4.3|Hox-5.2	MIM:142982|HGNC:HGNC:5140|Ensembl:ENSG00000128709|Vega:OTTHUMG00000132516	2q31.1	homeobox D9	protein-coding
322	APBB1	FE65|MGC:9072|RIR	MIM:602709|HGNC:HGNC:581|Ensembl:ENSG00000166313|Vega:OTTHUMG00000165454	11p15.4	amyloid beta precursor protein binding family B member 1	protein-coding
3205	HOXA9	ABD-B|HOX1|HOX1.7|HOX1G	MIM:142956|HGNC:HGNC:5109|Ensembl:ENSG00000078399|Vega:OTTHUMG00000023220	7p15.2	homeobox A9	protein-coding
3182	HNRNPAB	ABBP1|HNRPAB	MIM:602688|HGNC:HGNC:5034|Ensembl:ENSG00000197451|Vega:OTTHUMG00000163452	5q35.3	heterogeneous nuclear ribonucleoprotein A/B	protein-coding
3164	NR4A1	GFRP1|HMR|N10|NAK-1|NGFIB|NP10|NUR77|TR3	MIM:139139|HGNC:HGNC:7980|Ensembl:ENSG00000123358|Vega:OTTHUMG00000150393	12q13.13	nuclear receptor subfamily 4 group A member 1	protein-coding
3099	HK2	HKII|HXK2	MIM:601125|HGNC:HGNC:4923|Ensembl:ENSG00000159399|Vega:OTTHUMG00000129972	2p12	hexokinase 2	protein-coding
3092	HIP1	HIP-I|ILWEQ|SHON|SHONbeta|SHONgamma	MIM:601767|HGNC:HGNC:4913|Ensembl:ENSG00000127946|Vega:OTTHUMG00000156050	7q11.23	huntingtin interacting protein 1	protein-coding
30846	EHD2	PAST2	MIM:605890|HGNC:HGNC:3243|Ensembl:ENSG00000024422|Vega:OTTHUMG00000183266	19q13.33	EH domain containing 2	protein-coding
308	ANXA5	ANX5|ENX2|HEL-S-7|PP4|RPRGL3	MIM:131230|HGNC:HGNC:543|Ensembl:ENSG00000164111|Vega:OTTHUMG00000133034	4q27	annexin A5	protein-coding
3015	H2AFZ	H2A.Z-1|H2A.z|H2A/z|H2AZ	MIM:142763|HGNC:HGNC:4741|Ensembl:ENSG00000164032|Vega:OTTHUMG00000131048	4q23	H2A histone family member Z	protein-coding
301	ANXA1	ANX1|LPC1	MIM:151690|HGNC:HGNC:533|Ensembl:ENSG00000135046|Vega:OTTHUMG00000020016	9q21.13	annexin A1	protein-coding
29803	REPIN1	AP4|RIP60|ZNF464|Zfp464	HGNC:HGNC:17922|Ensembl:ENSG00000214022|Vega:OTTHUMG00000158330	7q36.1	replication initiator 1	protein-coding
29789	OLA1	DOC45|GBP45|GTBP9|GTPBP9|PTD004	MIM:611175|HGNC:HGNC:28833|Ensembl:ENSG00000138430|Vega:OTTHUMG00000132335	2q31.1	Obg like ATPase 1	protein-coding
29775	CARD10	BIMP1|CARMA3	MIM:607209|HGNC:HGNC:16422|Ensembl:ENSG00000100065|Vega:OTTHUMG00000150592	22q13.1	caspase recruitment domain family member 10	protein-coding
2931	GSK3A	-	MIM:606784|HGNC:HGNC:4616|Ensembl:ENSG00000105723|Vega:OTTHUMG00000150722	19q13.2	glycogen synthase kinase 3 alpha	protein-coding
29117	BRD7	BP75|CELTIX1|NAG4	HGNC:HGNC:14310|Ensembl:ENSG00000166164|Vega:OTTHUMG00000133170	16q12.1	bromodomain containing 7	protein-coding
29110	TBK1	FTDALS4|NAK|T2K	MIM:604834|HGNC:HGNC:11584|Ensembl:ENSG00000183735|Vega:OTTHUMG00000168796	12q14.2	TANK binding kinase 1	protein-coding
29109	FHOD1	FHOS	MIM:606881|HGNC:HGNC:17905|Ensembl:ENSG00000135723|Vega:OTTHUMG00000137521	16q22.1	formin homology 2 domain containing 1	protein-coding
2902	GRIN1	GluN1|MRD8|NMD-R1|NMDA1|NMDAR1|NR1	MIM:138249|HGNC:HGNC:4584|Ensembl:ENSG00000176884|Vega:OTTHUMG00000020976	9q34.3	glutamate ionotropic receptor NMDA type subunit 1	protein-coding
290	ANPEP	APN|CD13|GP150|LAP1|P150|PEPN	MIM:151530|HGNC:HGNC:500|Ensembl:ENSG00000166825|Vega:OTTHUMG00000149814	15q26.1	alanyl aminopeptidase, membrane	protein-coding
285194	TUSC7	LINC00902|LSAMP-AS1|LSAMP-AS3|LSAMPAS3|NCRNA00295	MIM:616057|HGNC:HGNC:27701	3q13.31	tumor suppressor candidate 7 (non-protein coding)	ncRNA
284217	LAMA1	LAMA|PTBHS|S-LAM-alpha	MIM:150320|HGNC:HGNC:6481|Ensembl:ENSG00000101680|Vega:OTTHUMG00000133478	18p11.31	laminin subunit alpha 1	protein-coding
284119	CAVIN1	CAVIN|CGL4|FKSG13|PTRF|cavin-1	MIM:603198|HGNC:HGNC:9688|Ensembl:ENSG00000177469|Vega:OTTHUMG00000180137	17q21.2	caveolae associated protein 1	protein-coding
2821	GPI	AMF|GNPI|NLK|PGI|PHI|SA-36|SA36	MIM:172400|HGNC:HGNC:4458|Ensembl:ENSG00000105220|Vega:OTTHUMG00000182087	19q13.11	glucose-6-phosphate isomerase	protein-coding
2801	GOLGA2	GM130	MIM:602580|HGNC:HGNC:4425|Ensembl:ENSG00000167110|Vega:OTTHUMG00000020732	9q34.11	golgin A2	protein-coding
2745	GLRX	GRX|GRX1	MIM:600443|HGNC:HGNC:4330|Ensembl:ENSG00000173221|Vega:OTTHUMG00000121167	5q15	glutaredoxin	protein-coding
2744	GLS	AAD20|GAC|GAM|GLS1|KGA	MIM:138280|HGNC:HGNC:4331|Ensembl:ENSG00000115419|Vega:OTTHUMG00000132701	2q32.2	glutaminase	protein-coding
27436	EML4	C2orf2|ELP120|EMAP-4|EMAPL4|ROPP120	MIM:607442|HGNC:HGNC:1316|Ensembl:ENSG00000143924|Vega:OTTHUMG00000128603	2p21	echinoderm microtubule associated protein like 4	protein-coding
2739	GLO1	GLOD1|GLYI|HEL-S-74	MIM:138750|HGNC:HGNC:4323|Ensembl:ENSG00000124767|Vega:OTTHUMG00000014636	6p21.2	glyoxalase I	protein-coding
27165	GLS2	GA|GLS|LGA|hLGA	MIM:606365|HGNC:HGNC:29570|Ensembl:ENSG00000135423|Vega:OTTHUMG00000140379	12q13.3	glutaminase 2	protein-coding
27161	AGO2	CASC7|EIF2C2|LINC00980|PPD|Q10	MIM:606229|HGNC:HGNC:3263|Ensembl:ENSG00000123908|Vega:OTTHUMG00000164232	8q24.3	argonaute 2, RISC catalytic component	protein-coding
27122	DKK3	REIC|RIG	MIM:605416|HGNC:HGNC:2893|Ensembl:ENSG00000050165|Vega:OTTHUMG00000165709	11p15.3	dickkopf WNT signaling pathway inhibitor 3	protein-coding
27113	BBC3	JFY-1|JFY1|PUMA	MIM:605854|HGNC:HGNC:17868|Ensembl:ENSG00000105327|Vega:OTTHUMG00000183489	19q13.32	BCL2 binding component 3	protein-coding
27076	LYPD3	C4.4A	MIM:609484|HGNC:HGNC:24880|Ensembl:ENSG00000124466|Vega:OTTHUMG00000182696	19q13.31	LY6/PLAUR domain containing 3	protein-coding
2706	GJB2	CX26|DFNA3|DFNA3A|DFNB1|DFNB1A|HID|KID|NSRD1|PPK	MIM:121011|HGNC:HGNC:4284|Ensembl:ENSG00000165474|Vega:OTTHUMG00000016513	13q12.11	gap junction protein beta 2	protein-coding
269	AMHR2	AMHR|MISR2|MISRII|MRII	MIM:600956|HGNC:HGNC:465|Ensembl:ENSG00000135409|Vega:OTTHUMG00000170048	12q13.13	anti-Mullerian hormone receptor type 2	protein-coding
2688	GH1	GH|GH-N|GHB5|GHN|IGHD1B|hGH-N	MIM:139250|HGNC:HGNC:4261|Ensembl:ENSG00000259384|Vega:OTTHUMG00000172293	17q23.3	growth hormone 1	protein-coding
2627	GATA6	-	MIM:601656|HGNC:HGNC:4174|Ensembl:ENSG00000141448|Vega:OTTHUMG00000131767	18q11.2	GATA binding protein 6	protein-coding
2623	GATA1	ERYF1|GATA-1|GF-1|GF1|NF-E1|NFE1|XLANP|XLTDA|XLTT	MIM:305371|HGNC:HGNC:4170|Ensembl:ENSG00000102145|Vega:OTTHUMG00000021504	Xp11.23	GATA binding protein 1	protein-coding
2597	GAPDH	G3PD|GAPD|HEL-S-162eP	MIM:138400|HGNC:HGNC:4141|Ensembl:ENSG00000111640|Vega:OTTHUMG00000137379	12p13.31	glyceraldehyde-3-phosphate dehydrogenase	protein-coding
25942	SIN3A	WITKOS	MIM:607776|HGNC:HGNC:19353|Ensembl:ENSG00000169375|Vega:OTTHUMG00000142834	15q24.2	SIN3 transcription regulator family member A	protein-coding
25875	LETMD1	1110019O13Rik|HCCR|HCCR-1|HCCR-2|HCCR1|HCCR2|HCRR-2	HGNC:HGNC:24241|Ensembl:ENSG00000050426|Vega:OTTHUMG00000169538	12q13.12	LETM1 domain containing 1	protein-coding
25855	BRMS1	-	MIM:606259|HGNC:HGNC:17262|Ensembl:ENSG00000174744|Vega:OTTHUMG00000167081	11q13.2	breast cancer metastasis suppressor 1	protein-coding
25852	ARMC8	GID5|HSPC056|S863-2|VID28	HGNC:HGNC:24999|Ensembl:ENSG00000114098|Vega:OTTHUMG00000159821	3q22.3	armadillo repeat containing 8	protein-coding
