gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B_cells	DC	EVT_1	EVT_2	Endo_F	Endo_L	Endo_M	GC	Granulocytes	HOFB	ILC3	M3	MO	NK	PV	Plasma	SCT	T_cells	VCT	VCT_CCC	VCT_fusing	VCT_p	dDC	dEpi_lumenal	dEpi_secretory	dM1	dM2	dNK1	dNK2	dNK3	dS1	dS2	dS3	dT_cells	dT_regs	eEVT	fF1	fF2	iEVT	uSMC
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0330D939A	0.021	0.035	0.034	0.092	0.089	0.139	0.102	0.0	0.044	0.051	0.091	0.024	0.033	0.032	0.11	0.0	0.047	0.022	0.463	0.269	0.03	0.377	0.077	0.882	2.223	0.054	0.094	0.094	0.066	0.064	0.186	0.135	0.018	0.031	0.028	0.051	0.719	0.089	0.064	1.385
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0F6A7A4DF	0.021	0.035	0.034	0.092	0.089	0.139	0.102	0.0	0.044	0.051	0.091	0.024	0.033	0.032	0.11	0.0	0.047	0.022	0.463	0.269	0.03	0.377	0.077	0.882	2.223	0.054	0.094	0.094	0.066	0.064	0.186	0.135	0.018	0.031	0.028	0.051	0.719	0.089	0.064	1.385
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0D67110B0	0.021	0.035	0.034	0.092	0.089	0.139	0.102	0.0	0.044	0.051	0.091	0.024	0.033	0.032	0.11	0.0	0.047	0.022	0.463	0.269	0.03	0.377	0.077	0.882	2.223	0.054	0.094	0.094	0.066	0.064	0.186	0.135	0.018	0.031	0.028	0.051	0.719	0.089	0.064	1.385
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS08883E9F6	0.021	0.035	0.034	0.092	0.089	0.139	0.102	0.0	0.044	0.051	0.091	0.024	0.033	0.032	0.11	0.0	0.047	0.022	0.463	0.269	0.03	0.377	0.077	0.882	2.223	0.054	0.094	0.094	0.066	0.064	0.186	0.135	0.018	0.031	0.028	0.051	0.719	0.089	0.064	1.385
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS06D341996	0.021	0.035	0.034	0.092	0.089	0.139	0.102	0.0	0.044	0.051	0.091	0.024	0.033	0.032	0.11	0.0	0.047	0.022	0.463	0.269	0.03	0.377	0.077	0.882	2.223	0.054	0.094	0.094	0.066	0.064	0.186	0.135	0.018	0.031	0.028	0.051	0.719	0.089	0.064	1.385
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS02FEAF02E	0.021	0.035	0.034	0.092	0.089	0.139	0.102	0.0	0.044	0.051	0.091	0.024	0.033	0.032	0.11	0.0	0.047	0.022	0.463	0.269	0.03	0.377	0.077	0.882	2.223	0.054	0.094	0.094	0.066	0.064	0.186	0.135	0.018	0.031	0.028	0.051	0.719	0.089	0.064	1.385
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0E928B8C8	0.021	0.035	0.034	0.092	0.089	0.139	0.102	0.0	0.044	0.051	0.091	0.024	0.033	0.032	0.11	0.0	0.047	0.022	0.463	0.269	0.03	0.377	0.077	0.882	2.223	0.054	0.094	0.094	0.066	0.064	0.186	0.135	0.018	0.031	0.028	0.051	0.719	0.089	0.064	1.385
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0AECC113F	0.021	0.035	0.034	0.092	0.089	0.139	0.102	0.0	0.044	0.051	0.091	0.024	0.033	0.032	0.11	0.0	0.047	0.022	0.463	0.269	0.03	0.377	0.077	0.882	2.223	0.054	0.094	0.094	0.066	0.064	0.186	0.135	0.018	0.031	0.028	0.051	0.719	0.089	0.064	1.385
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0735F5C3A	0.021	0.035	0.034	0.092	0.089	0.139	0.102	0.0	0.044	0.051	0.091	0.024	0.033	0.032	0.11	0.0	0.047	0.022	0.463	0.269	0.03	0.377	0.077	0.882	2.223	0.054	0.094	0.094	0.066	0.064	0.186	0.135	0.018	0.031	0.028	0.051	0.719	0.089	0.064	1.385
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS04640F9C3	0.021	0.035	0.034	0.092	0.089	0.139	0.102	0.0	0.044	0.051	0.091	0.024	0.033	0.032	0.11	0.0	0.047	0.022	0.463	0.269	0.03	0.377	0.077	0.882	2.223	0.054	0.094	0.094	0.066	0.064	0.186	0.135	0.018	0.031	0.028	0.051	0.719	0.089	0.064	1.385
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0DC322B61	0.021	0.035	0.034	0.092	0.089	0.139	0.102	0.0	0.044	0.051	0.091	0.024	0.033	0.032	0.11	0.0	0.047	0.022	0.463	0.269	0.03	0.377	0.077	0.882	2.223	0.054	0.094	0.094	0.066	0.064	0.186	0.135	0.018	0.031	0.028	0.051	0.719	0.089	0.064	1.385
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS01F67987A	0.07	0.072	1.008	2.587	1.755	1.018	1.035	4.471	0.193	0.753	0.116	0.078	0.107	0.107	0.349	0.126	0.296	0.118	0.185	0.471	0.156	0.243	0.174	0.896	1.173	0.206	0.455	0.128	0.085	0.118	0.536	0.436	0.127	0.089	0.149	0.732	1.151	0.852	4.057	0.868
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0755A26DD	0.07	0.072	1.008	2.587	1.755	1.018	1.035	4.471	0.193	0.753	0.116	0.078	0.107	0.107	0.349	0.126	0.296	0.118	0.185	0.471	0.156	0.243	0.174	0.896	1.173	0.206	0.455	0.128	0.085	0.118	0.536	0.436	0.127	0.089	0.149	0.732	1.151	0.852	4.057	0.868
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0FFB9E01B	0.07	0.072	1.008	2.587	1.755	1.018	1.035	4.471	0.193	0.753	0.116	0.078	0.107	0.107	0.349	0.126	0.296	0.118	0.185	0.471	0.156	0.243	0.174	0.896	1.173	0.206	0.455	0.128	0.085	0.118	0.536	0.436	0.127	0.089	0.149	0.732	1.151	0.852	4.057	0.868
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS014E486AB	0.07	0.072	1.008	2.587	1.755	1.018	1.035	4.471	0.193	0.753	0.116	0.078	0.107	0.107	0.349	0.126	0.296	0.118	0.185	0.471	0.156	0.243	0.174	0.896	1.173	0.206	0.455	0.128	0.085	0.118	0.536	0.436	0.127	0.089	0.149	0.732	1.151	0.852	4.057	0.868
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS008FB916C	0.0	0.0	0.016	0.009	0.013	0.006	0.008	0.0	0.0	0.001	0.0	0.002	0.0	0.0	0.002	0.007	0.012	0.002	0.017	0.033	0.112	0.021	0.0	0.0	0.013	0.0	0.002	0.003	0.0	0.003	0.004	0.003	0.0	0.0	0.006	0.0	0.091	0.005	0.003	0.003
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0D9366D11	0.0	0.0	0.016	0.009	0.013	0.006	0.008	0.0	0.0	0.001	0.0	0.002	0.0	0.0	0.002	0.007	0.012	0.002	0.017	0.033	0.112	0.021	0.0	0.0	0.013	0.0	0.002	0.003	0.0	0.003	0.004	0.003	0.0	0.0	0.006	0.0	0.091	0.005	0.003	0.003
FGFRL1	Q8N441	False	FGRL1_HUMAN		CPI-SS0CB6968B9	0.021	0.017	0.19	0.39	0.015	0.025	0.034	0.0	0.0	0.037	0.067	0.041	0.048	0.031	0.025	0.015	0.02	0.047	0.032	0.036	0.024	0.063	0.016	0.041	0.07	0.021	0.029	0.044	0.034	0.031	0.039	0.044	0.019	0.026	0.027	0.148	0.047	0.029	0.16	0.028
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS0898D7F7F	0.394	1.384	1.489	1.825	0.935	1.373	1.805	2.375	2.156	0.252	0.738	1.035	1.703	0.65	0.151	0.289	0.353	0.619	0.065	0.666	0.042	0.083	0.622	0.7	0.659	0.996	0.511	0.681	0.752	0.817	0.221	0.215	0.035	0.596	0.673	0.121	0.073	0.103	4.384	0.221
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS0179FBFD3	0.394	1.384	1.489	1.825	0.935	1.373	1.805	2.375	2.156	0.252	0.738	1.035	1.703	0.65	0.151	0.289	0.353	0.619	0.065	0.666	0.042	0.083	0.622	0.7	0.659	0.996	0.511	0.681	0.752	0.817	0.221	0.215	0.035	0.596	0.673	0.121	0.073	0.103	4.384	0.221
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS0AD0ED887	0.394	1.384	1.489	1.825	0.935	1.373	1.805	2.375	2.156	0.252	0.738	1.035	1.703	0.65	0.151	0.289	0.353	0.619	0.065	0.666	0.042	0.083	0.622	0.7	0.659	0.996	0.511	0.681	0.752	0.817	0.221	0.215	0.035	0.596	0.673	0.121	0.073	0.103	4.384	0.221
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS01ECFDA18	0.394	1.384	1.489	1.825	0.935	1.373	1.805	2.375	2.156	0.252	0.738	1.035	1.703	0.65	0.151	0.289	0.353	0.619	0.065	0.666	0.042	0.083	0.622	0.7	0.659	0.996	0.511	0.681	0.752	0.817	0.221	0.215	0.035	0.596	0.673	0.121	0.073	0.103	4.384	0.221
PIGR	P01833	False	PIGR_HUMAN		CPI-SS03203E1A3	0.031	0.003	0.004	0.019	0.016	0.048	0.052	0.0	0.192	0.028	0.077	0.013	0.022	0.039	0.05	0.0	0.002	0.049	0.003	0.011	0.0	0.003	0.068	0.651	0.62	0.046	0.038	0.113	0.069	0.075	0.059	0.087	0.014	0.045	0.055	0.024	0.003	0.003	0.017	0.016
FASLG	P48023	False	TNFL6_HUMAN		CPI-SS0049FD74F	0.005	0.016	0.0	0.01	0.013	0.006	0.015	0.0	0.025	0.005	0.624	0.001	0.012	0.515	0.007	0.01	0.004	0.163	0.002	0.001	0.001	0.003	0.012	0.0	0.01	0.019	0.018	0.586	0.744	1.027	0.029	0.006	0.002	0.158	0.096	0.0	0.002	0.0	0.003	0.013
FASLG	P48023	False	TNFL6_HUMAN		CPI-SS0A4F27388	0.005	0.016	0.0	0.01	0.013	0.006	0.015	0.0	0.025	0.005	0.624	0.001	0.012	0.515	0.007	0.01	0.004	0.163	0.002	0.001	0.001	0.003	0.012	0.0	0.01	0.019	0.018	0.586	0.744	1.027	0.029	0.006	0.002	0.158	0.096	0.0	0.002	0.0	0.003	0.013
FASLG	P48023	False	TNFL6_HUMAN		CPI-SS03A0C857B	0.005	0.016	0.0	0.01	0.013	0.006	0.015	0.0	0.025	0.005	0.624	0.001	0.012	0.515	0.007	0.01	0.004	0.163	0.002	0.001	0.001	0.003	0.012	0.0	0.01	0.019	0.018	0.586	0.744	1.027	0.029	0.006	0.002	0.158	0.096	0.0	0.002	0.0	0.003	0.013
L1CAM	P32004	False	L1CAM_HUMAN		CPI-SS0A5AFF451	0.008	0.0	0.001	0.007	0.0	0.003	0.003	0.0	0.0	0.0	0.007	0.002	0.0	0.015	0.025	0.0	0.002	0.002	0.0	0.022	0.0	0.0	0.0	0.0	0.002	0.001	0.001	0.0	0.001	0.0	0.002	0.003	0.0	0.001	0.003	0.0	0.002	0.005	0.005	0.005
THBD	P07204	False	TRBM_HUMAN		CPI-SS09B583B3F	0.023	0.175	0.181	0.211	0.983	0.928	0.942	0.0	0.1	0.162	0.12	0.231	0.55	0.061	0.132	0.231	0.117	0.033	0.04	0.041	0.243	0.024	0.597	0.321	0.306	0.476	0.3	0.103	0.085	0.086	0.078	0.131	0.027	0.081	0.073	0.061	0.399	0.142	0.052	0.068
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS068C742A1	0.206	0.241	1.518	6.104	1.747	2.153	3.709	8.412	0.255	1.084	0.337	0.265	0.294	0.745	1.116	0.277	8.798	0.306	2.139	1.71	2.756	1.733	0.314	0.62	0.777	0.341	0.764	0.394	0.244	0.509	1.404	1.283	0.756	0.224	0.388	5.286	6.121	2.507	9.006	2.828
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS085EE60B1	0.206	0.241	1.518	6.104	1.747	2.153	3.709	8.412	0.255	1.084	0.337	0.265	0.294	0.745	1.116	0.277	8.798	0.306	2.139	1.71	2.756	1.733	0.314	0.62	0.777	0.341	0.764	0.394	0.244	0.509	1.404	1.283	0.756	0.224	0.388	5.286	6.121	2.507	9.006	2.828
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS0D46E2B45	0.206	0.241	1.518	6.104	1.747	2.153	3.709	8.412	0.255	1.084	0.337	0.265	0.294	0.745	1.116	0.277	8.798	0.306	2.139	1.71	2.756	1.733	0.314	0.62	0.777	0.341	0.764	0.394	0.244	0.509	1.404	1.283	0.756	0.224	0.388	5.286	6.121	2.507	9.006	2.828
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS0D62FB89C	0.206	0.241	1.518	6.104	1.747	2.153	3.709	8.412	0.255	1.084	0.337	0.265	0.294	0.745	1.116	0.277	8.798	0.306	2.139	1.71	2.756	1.733	0.314	0.62	0.777	0.341	0.764	0.394	0.244	0.509	1.404	1.283	0.756	0.224	0.388	5.286	6.121	2.507	9.006	2.828
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS0178F5C45	0.206	0.241	1.518	6.104	1.747	2.153	3.709	8.412	0.255	1.084	0.337	0.265	0.294	0.745	1.116	0.277	8.798	0.306	2.139	1.71	2.756	1.733	0.314	0.62	0.777	0.341	0.764	0.394	0.244	0.509	1.404	1.283	0.756	0.224	0.388	5.286	6.121	2.507	9.006	2.828
CR2	P20023	False	CR2_HUMAN		CPI-SS000568A0E	0.243	0.0	0.0	0.001	0.0	0.003	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.001	0.018	0.001	0.003	0.001	0.0	0.0	0.001	0.0	0.0	0.006	0.0	0.005	0.001	0.001	0.0	0.001	0.001	0.0	0.009	0.013	0.0	0.0	0.0	0.0	0.003
CR2	P20023	False	CR2_HUMAN		CPI-SS027556893	0.243	0.0	0.0	0.001	0.0	0.003	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.001	0.018	0.001	0.003	0.001	0.0	0.0	0.001	0.0	0.0	0.006	0.0	0.005	0.001	0.001	0.0	0.001	0.001	0.0	0.009	0.013	0.0	0.0	0.0	0.0	0.003
CADH2	P19022	False	CADH2_HUMAN		CPI-SS0AFD4B4D2	0.003	0.019	0.001	0.002	0.192	0.059	0.272	0.0	0.044	0.003	0.007	0.0	0.0	0.008	0.107	0.0	0.004	0.006	0.005	0.008	0.008	0.009	0.196	0.124	0.014	0.004	0.009	0.007	0.006	0.005	0.083	0.144	0.083	0.006	0.005	0.0	0.012	0.018	0.003	0.072
CDH2	P19022	False	CADH2_HUMAN		CPI-SS0AFD4B4D2	0.003	0.019	0.001	0.002	0.192	0.059	0.272	0.0	0.044	0.003	0.007	0.0	0.0	0.008	0.107	0.0	0.004	0.006	0.005	0.008	0.008	0.009	0.196	0.124	0.014	0.004	0.009	0.007	0.006	0.005	0.083	0.144	0.083	0.006	0.005	0.0	0.012	0.018	0.003	0.072
CD36	P16671	False	CD36_HUMAN		CPI-SS0C93E48D7	0.371	1.289	0.128	0.338	0.878	3.663	0.308	1.142	0.464	16.921	0.316	5.808	2.231	0.147	0.159	1.713	0.273	0.072	0.274	0.238	0.176	0.216	0.316	0.409	3.779	1.862	3.302	0.259	0.324	0.271	0.271	0.174	0.023	0.121	0.138	0.186	4.775	0.443	0.316	0.308
CD36	P16671	False	CD36_HUMAN		CPI-SS0EB136379	0.371	1.289	0.128	0.338	0.878	3.663	0.308	1.142	0.464	16.921	0.316	5.808	2.231	0.147	0.159	1.713	0.273	0.072	0.274	0.238	0.176	0.216	0.316	0.409	3.779	1.862	3.302	0.259	0.324	0.271	0.271	0.174	0.023	0.121	0.138	0.186	4.775	0.443	0.316	0.308
JAM3	Q9BX67	False	JAM3_HUMAN		CPI-SS087B53ABF	0.17	0.051	0.508	0.647	5.848	0.671	0.881	0.518	0.07	0.348	0.064	0.036	0.042	0.02	0.489	0.01	0.078	0.062	0.242	0.422	0.09	0.27	0.048	0.01	0.056	0.041	0.126	0.049	0.04	0.037	0.392	0.291	0.132	0.03	0.041	0.271	0.973	0.502	0.282	0.934
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS01158CABF	0.822	0.262	1.34	1.459	0.503	1.036	0.733	1.429	0.485	0.362	0.808	0.378	0.276	0.58	0.695	0.379	0.765	0.412	0.752	0.901	0.616	0.615	0.408	1.205	1.416	0.378	0.463	0.934	0.619	0.824	1.044	0.862	0.577	0.32	0.388	0.6	0.713	0.798	2.462	0.988
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS0528A694B	0.822	0.262	1.34	1.459	0.503	1.036	0.733	1.429	0.485	0.362	0.808	0.378	0.276	0.58	0.695	0.379	0.765	0.412	0.752	0.901	0.616	0.615	0.408	1.205	1.416	0.378	0.463	0.934	0.619	0.824	1.044	0.862	0.577	0.32	0.388	0.6	0.713	0.798	2.462	0.988
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS034D36D2F	0.822	0.262	1.34	1.459	0.503	1.036	0.733	1.429	0.485	0.362	0.808	0.378	0.276	0.58	0.695	0.379	0.765	0.412	0.752	0.901	0.616	0.615	0.408	1.205	1.416	0.378	0.463	0.934	0.619	0.824	1.044	0.862	0.577	0.32	0.388	0.6	0.713	0.798	2.462	0.988
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS055E061C9	0.822	0.262	1.34	1.459	0.503	1.036	0.733	1.429	0.485	0.362	0.808	0.378	0.276	0.58	0.695	0.379	0.765	0.412	0.752	0.901	0.616	0.615	0.408	1.205	1.416	0.378	0.463	0.934	0.619	0.824	1.044	0.862	0.577	0.32	0.388	0.6	0.713	0.798	2.462	0.988
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS02904BE32	0.822	0.262	1.34	1.459	0.503	1.036	0.733	1.429	0.485	0.362	0.808	0.378	0.276	0.58	0.695	0.379	0.765	0.412	0.752	0.901	0.616	0.615	0.408	1.205	1.416	0.378	0.463	0.934	0.619	0.824	1.044	0.862	0.577	0.32	0.388	0.6	0.713	0.798	2.462	0.988
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS02CF96625	0.822	0.262	1.34	1.459	0.503	1.036	0.733	1.429	0.485	0.362	0.808	0.378	0.276	0.58	0.695	0.379	0.765	0.412	0.752	0.901	0.616	0.615	0.408	1.205	1.416	0.378	0.463	0.934	0.619	0.824	1.044	0.862	0.577	0.32	0.388	0.6	0.713	0.798	2.462	0.988
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS033CB0BB2	0.822	0.262	1.34	1.459	0.503	1.036	0.733	1.429	0.485	0.362	0.808	0.378	0.276	0.58	0.695	0.379	0.765	0.412	0.752	0.901	0.616	0.615	0.408	1.205	1.416	0.378	0.463	0.934	0.619	0.824	1.044	0.862	0.577	0.32	0.388	0.6	0.713	0.798	2.462	0.988
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS0E2431C09	0.822	0.262	1.34	1.459	0.503	1.036	0.733	1.429	0.485	0.362	0.808	0.378	0.276	0.58	0.695	0.379	0.765	0.412	0.752	0.901	0.616	0.615	0.408	1.205	1.416	0.378	0.463	0.934	0.619	0.824	1.044	0.862	0.577	0.32	0.388	0.6	0.713	0.798	2.462	0.988
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS0AFC7BACF	0.822	0.262	1.34	1.459	0.503	1.036	0.733	1.429	0.485	0.362	0.808	0.378	0.276	0.58	0.695	0.379	0.765	0.412	0.752	0.901	0.616	0.615	0.408	1.205	1.416	0.378	0.463	0.934	0.619	0.824	1.044	0.862	0.577	0.32	0.388	0.6	0.713	0.798	2.462	0.988
CCL4L2	Q8NHW4	False	CC4L_HUMAN		CPI-SS00FB3CB09	0.446	1.829	0.015	0.028	0.031	0.056	0.049	0.0	0.425	4.002	2.554	3.923	8.865	3.879	0.049	0.121	0.01	1.236	0.03	0.027	0.02	0.021	0.973	0.148	0.142	7.657	7.092	2.161	3.241	7.954	0.207	0.095	0.032	1.415	1.452	0.0	0.068	0.035	0.016	0.022
CCL4L2	Q8NHW4	False	CC4L_HUMAN		CPI-SS022AE18AF	0.446	1.829	0.015	0.028	0.031	0.056	0.049	0.0	0.425	4.002	2.554	3.923	8.865	3.879	0.049	0.121	0.01	1.236	0.03	0.027	0.02	0.021	0.973	0.148	0.142	7.657	7.092	2.161	3.241	7.954	0.207	0.095	0.032	1.415	1.452	0.0	0.068	0.035	0.016	0.022
CCL4L2	Q8NHW4	False	CC4L_HUMAN		CPI-SS0F3D40856	0.446	1.829	0.015	0.028	0.031	0.056	0.049	0.0	0.425	4.002	2.554	3.923	8.865	3.879	0.049	0.121	0.01	1.236	0.03	0.027	0.02	0.021	0.973	0.148	0.142	7.657	7.092	2.161	3.241	7.954	0.207	0.095	0.032	1.415	1.452	0.0	0.068	0.035	0.016	0.022
TNF	P01375	False	TNFA_HUMAN		CPI-SS072E1E27A	0.422	0.276	0.007	0.034	0.017	0.014	0.017	0.0	0.462	0.42	1.092	0.866	2.377	0.633	0.024	0.072	0.004	1.298	0.003	0.042	0.002	0.007	1.831	0.071	0.207	1.647	1.04	0.402	0.587	1.213	0.041	0.052	0.026	0.874	0.715	0.0	0.013	0.011	0.026	0.004
ADIPOQ	Q15848	False	ADIPO_HUMAN		CPI-SS0AA5ECE7B	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001
ADIPOQ	Q15848	False	ADIPO_HUMAN		CPI-CS0D9F0FAFD	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001
ADIPOQ	Q15848	False	ADIPO_HUMAN		CPI-SS04A4A2334	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001
ADIPOQ	Q15848	False	ADIPO_HUMAN		CPI-SS00E3EB9FE	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001
KIR2DL1	P43626	False	KI2L1_HUMAN		CPI-SS0ABD11350	0.015	0.005	0.004	0.003	0.008	0.008	0.007	0.0	0.011	0.013	0.46	0.005	0.015	0.525	0.004	0.0	0.005	0.046	0.005	0.003	0.0	0.001	0.034	0.0	0.018	0.018	0.031	1.598	1.16	0.418	0.026	0.005	0.001	0.039	0.039	0.0	0.003	0.001	0.004	0.008
VSTM1	Q6UX27	False	VSTM1_HUMAN		CPI-SS064281234	0.0	0.027	0.001	0.001	0.005	0.006	0.003	0.0	0.009	0.002	0.003	0.017	0.319	0.002	0.002	0.0	0.002	0.002	0.002	0.0	0.0	0.0	0.04	0.0	0.004	0.035	0.015	0.0	0.003	0.003	0.003	0.001	0.0	0.005	0.0	0.0	0.0	0.002	0.002	0.004
CXCL9	Q07325	False	CXCL9_HUMAN		CPI-SS0D26F639E	0.195	3.063	0.002	0.003	0.112	0.023	0.148	0.0	0.078	0.053	0.027	2.209	1.448	0.081	0.033	0.042	0.001	0.048	0.006	0.006	0.007	0.008	2.472	0.067	0.012	4.736	0.401	0.02	0.018	0.025	0.027	0.027	0.015	0.053	0.07	0.0	0.019	0.019	0.006	0.007
CXCL9	Q07325	False	CXCL9_HUMAN		CPI-SS02246DA17	0.195	3.063	0.002	0.003	0.112	0.023	0.148	0.0	0.078	0.053	0.027	2.209	1.448	0.081	0.033	0.042	0.001	0.048	0.006	0.006	0.007	0.008	2.472	0.067	0.012	4.736	0.401	0.02	0.018	0.025	0.027	0.027	0.015	0.053	0.07	0.0	0.019	0.019	0.006	0.007
CXCL9	Q07325	False	CXCL9_HUMAN		CPI-SS0F52745F3	0.195	3.063	0.002	0.003	0.112	0.023	0.148	0.0	0.078	0.053	0.027	2.209	1.448	0.081	0.033	0.042	0.001	0.048	0.006	0.006	0.007	0.008	2.472	0.067	0.012	4.736	0.401	0.02	0.018	0.025	0.027	0.027	0.015	0.053	0.07	0.0	0.019	0.019	0.006	0.007
CXCL9	Q07325	False	CXCL9_HUMAN		CPI-SS0C17BB772	0.195	3.063	0.002	0.003	0.112	0.023	0.148	0.0	0.078	0.053	0.027	2.209	1.448	0.081	0.033	0.042	0.001	0.048	0.006	0.006	0.007	0.008	2.472	0.067	0.012	4.736	0.401	0.02	0.018	0.025	0.027	0.027	0.015	0.053	0.07	0.0	0.019	0.019	0.006	0.007
PDCD1LG2	Q9BQ51	False	PD1L2_HUMAN		CPI-SS0F5B6B186	0.025	0.095	0.339	0.513	0.051	0.086	0.073	1.564	0.0	0.114	0.006	0.065	0.05	0.011	0.072	0.065	0.1	0.001	0.036	0.088	0.031	0.029	0.128	0.022	0.027	0.156	0.19	0.017	0.017	0.018	0.075	0.048	0.013	0.01	0.026	0.486	0.022	0.053	0.832	0.123
PDCD1LG2	Q9BQ51	False	PD1L2_HUMAN		CPI-SS0976F9F9B	0.025	0.095	0.339	0.513	0.051	0.086	0.073	1.564	0.0	0.114	0.006	0.065	0.05	0.011	0.072	0.065	0.1	0.001	0.036	0.088	0.031	0.029	0.128	0.022	0.027	0.156	0.19	0.017	0.017	0.018	0.075	0.048	0.013	0.01	0.026	0.486	0.022	0.053	0.832	0.123
PDCD1LG2	Q9BQ51	False	PD1L2_HUMAN		CPI-SS07572A88C	0.025	0.095	0.339	0.513	0.051	0.086	0.073	1.564	0.0	0.114	0.006	0.065	0.05	0.011	0.072	0.065	0.1	0.001	0.036	0.088	0.031	0.029	0.128	0.022	0.027	0.156	0.19	0.017	0.017	0.018	0.075	0.048	0.013	0.01	0.026	0.486	0.022	0.053	0.832	0.123
CD274	Q9NZQ7	False	PD1L1_HUMAN		CPI-SS016EE0084	0.034	0.06	0.245	0.329	0.058	0.064	0.061	0.816	0.207	0.11	0.047	0.161	0.108	0.03	0.023	0.031	0.455	0.024	0.11	0.188	0.443	0.127	0.391	0.008	0.024	0.164	0.114	0.028	0.021	0.04	0.031	0.022	0.005	0.019	0.04	0.316	0.035	0.049	0.389	0.051
CD274	Q9NZQ7	False	PD1L1_HUMAN		CPI-SS08F13AD5C	0.034	0.06	0.245	0.329	0.058	0.064	0.061	0.816	0.207	0.11	0.047	0.161	0.108	0.03	0.023	0.031	0.455	0.024	0.11	0.188	0.443	0.127	0.391	0.008	0.024	0.164	0.114	0.028	0.021	0.04	0.031	0.022	0.005	0.019	0.04	0.316	0.035	0.049	0.389	0.051
BMP7	P18075	False	BMP7_HUMAN		CPI-CS08CC8F9D3	0.004	0.009	0.08	0.123	0.041	0.033	0.028	0.0	0.106	0.048	0.032	0.038	0.014	0.012	0.022	0.006	0.147	0.012	1.772	0.872	0.292	1.686	0.007	0.028	0.027	0.017	0.037	0.036	0.015	0.019	0.019	0.016	0.003	0.004	0.012	0.061	0.281	0.298	0.119	0.037
